87600,23.04523
175200,22.97878
262800,22.91249
350400,22.84644
438000,22.78052
525600,22.71485
613200,22.64932
700800,22.58402
788400,22.51887
876000,22.45395
963600,22.38917
1051200,22.32462
1138800,22.26022
1226400,22.19604
1314000,22.13201
1401600,22.0682
1489200,22.00454
1576800,21.9411
1664400,21.8778
1752000,21.81473
1839600,21.75179
1927200,21.68909
2014800,21.62651
2102400,21.56417
2190000,21.50195
2277600,21.43997
2365200,21.3781
2452800,21.31649
2540400,21.25497
2628000,21.19372
2715600,21.13255
2803200,21.07165
2890800,21.01083
2978400,20.95029
3066000,20.88982
3153600,20.82962
3241200,20.76951
3328800,20.70965
3416400,20.64988
3504000,20.59037
3591600,20.53095
3679200,20.47178
3766800,20.4127
3854400,20.35387
3942000,20.29513
4029600,20.23664
4117200,20.17824
4204800,20.12008
4292400,20.06203
4380000,20.00419
4467600,19.94648
4555200,19.88898
4642800,19.8316
4730400,19.77442
4818000,19.71738
4905600,19.66053
4993200,19.60382
5080800,19.54729
5168400,19.49091
5256000,19.43471
5343600,19.37865
5431200,19.32277
5518800,19.26704
5606400,19.21148
5694000,19.15607
5781600,19.10083
5869200,19.04574
5956800,18.99081
6044400,18.93605
6132000,18.88143
6219600,18.82699
6307200,18.77268
6394800,18.71855
6482400,18.66456
6570000,18.61074
6657600,18.55706
6745200,18.50355
6832800,18.45018
6920400,18.39697
7008000,18.34392
7095600,18.29101
7183200,18.23827
7270800,18.18566
7358400,18.13322
7446000,18.08092
7533600,18.02878
7621200,17.97678
7708800,17.92495
7796400,17.87324
7884000,17.82171
7971600,17.77029
8059200,17.71907
8146800,17.66794
8234400,17.61701
8322000,17.56619
8409600,17.51554
8497200,17.46501
8584800,17.41466
8672400,17.36442
8760000,17.31436
8847600,17.26441
8935200,17.21464
9022800,17.16497
9110400,17.11549
9198000,17.06611
9285600,17.01691
9373200,16.96782
9460800,16.9189
9548400,16.87009
9636000,16.82145
9723600,16.77293
9811200,16.72456
9898800,16.67633
9986400,16.62823
10074000,16.58028
10161600,16.53246
10249200,16.48479
10336800,16.43724
10424400,16.38984
10512000,16.34257
10599600,16.29544
10687200,16.24844
10774800,16.20159
10862400,16.15486
10950000,16.10827
11037600,16.06182
11125200,16.01549
11212800,15.96931
11300400,15.92325
11388000,15.87733
11475600,15.83154
11563200,15.78588
11650800,15.74036
11738400,15.69496
11826000,15.6497
11913600,15.60457
12001200,15.55956
12088800,15.5147
12176400,15.46994
12264000,15.42534
12351600,15.38084
12439200,15.3365
12526800,15.29225
12614400,15.24817
12702000,15.20417
12789600,15.16035
12877200,15.1166
12964800,15.07303
13052400,15.02954
13140000,14.98621
13227600,14.94298
13315200,14.89989
13402800,14.85692
13490400,14.81407
13578000,14.77135
13665600,14.72875
13753200,14.68627
13840800,14.64392
13928400,14.60168
14016000,14.55958
14103600,14.51758
14191200,14.47572
14278800,14.43397
14366400,14.39235
14454000,14.35083
14541600,14.30946
14629200,14.26817
14716800,14.22705
14804400,14.18599
14892000,14.14511
14979600,14.10428
15067200,14.06364
15154800,14.02305
15242400,13.98264
15330000,13.94228
15417600,13.90211
15505200,13.86197
15592800,13.82204
15680400,13.78213
15768000,13.74244
15855600,13.70275
15943200,13.66329
16030800,13.62382
16118400,13.5846
16206000,13.54535
16293600,13.50636
16381200,13.46733
16468800,13.42857
16556400,13.38977
16644000,13.35122
16731600,13.31265
16819200,13.27433
16906800,13.23597
16994400,13.19788
17082000,13.15973
17169600,13.12187
17257200,13.08394
17344800,13.04629
17432400,13.00858
17520000,12.97115
17607600,12.93366
17695200,12.89644
17782800,12.85916
17870400,12.82217
17958000,12.78509
18045600,12.74832
18133200,12.71146
18220800,12.67489
18308400,12.63825
18396000,12.60189
18483600,12.56546
18571200,12.5293
18658800,12.49309
18746400,12.45714
18834000,12.42113
18921600,12.3854
19009200,12.34959
19096800,12.31406
19184400,12.27846
19272000,12.24314
19359600,12.20774
19447200,12.17263
19534800,12.13742
19622400,12.10252
19710000,12.06752
19797600,12.03281
19885200,11.99802
19972800,11.96351
20060400,11.92891
20148000,11.89461
20235600,11.8602
20323200,11.8261
20410800,11.79189
20498400,11.75799
20586000,11.72397
20673600,11.69027
20761200,11.65645
20848800,11.62294
20936400,11.58931
21024000,11.556
21111600,11.52256
21199200,11.48944
21286800,11.45619
21374400,11.42327
21462000,11.39021
21549600,11.35747
21637200,11.32461
21724800,11.29206
21812400,11.25938
21900000,11.22703
21987600,11.19453
22075200,11.16236
22162800,11.13006
22250400,11.09807
22338000,11.06595
22425600,11.03415
22513200,11.00222
22600800,10.9706
22688400,10.93885
22776000,10.90741
22863600,10.87585
22951200,10.84459
23038800,10.81321
23126400,10.78213
23214000,10.75093
23301600,10.72003
23389200,10.689
