Name,Pred,Key1,Key2,Key3
SA <1>,keys-2,5821139f2d0339a18dcb4e15fefe05d7a7a5517effe9327831b2937582899cb1,599ec558aba664551313a0fbe76dd02724fa245c90952ca038ecdbfe729d483a,fd13291a411c341ef6265d89cc14013f5a6712ea67ce395c33b0aa641ecc57bf
SA <2>,keys-2,5821139f2d0339a18dcb4e15fefe05d7a7a5517effe9327831b2937582899cb1,599ec558aba664551313a0fbe76dd02724fa245c90952ca038ecdbfe729d483a,fd13291a411c341ef6265d89cc14013f5a6712ea67ce395c33b0aa641ecc57bf
SA <3>,keys-2,5821139f2d0339a18dcb4e15fefe05d7a7a5517effe9327831b2937582899cb1,599ec558aba664551313a0fbe76dd02724fa245c90952ca038ecdbfe729d483a,fd13291a411c341ef6265d89cc14013f5a6712ea67ce395c33b0aa641ecc57bf
SA <4>,keys-2,5821139f2d0339a18dcb4e15fefe05d7a7a5517effe9327831b2937582899cb1,599ec558aba664551313a0fbe76dd02724fa245c90952ca038ecdbfe729d483a,fd13291a411c341ef6265d89cc14013f5a6712ea67ce395c33b0aa641ecc57bf
SA <5>,keys-2,5821139f2d0339a18dcb4e15fefe05d7a7a5517effe9327831b2937582899cb1,599ec558aba664551313a0fbe76dd02724fa245c90952ca038ecdbfe729d483a,fd13291a411c341ef6265d89cc14013f5a6712ea67ce395c33b0aa641ecc57bf
SA <6>,keys-2,5821139f2d0339a18dcb4e15fefe05d7a7a5517effe9327831b2937582899cb1,599ec558aba664551313a0fbe76dd02724fa245c90952ca038ecdbfe729d483a,fd13291a411c341ef6265d89cc14013f5a6712ea67ce395c33b0aa641ecc57bf
SA <7>,keys-2,5821139f2d0339a18dcb4e15fefe05d7a7a5517effe9327831b2937582899cb1,599ec558aba664551313a0fbe76dd02724fa245c90952ca038ecdbfe729d483a,fd13291a411c341ef6265d89cc14013f5a6712ea67ce395c33b0aa641ecc57bf
SA <8>,keys-2,5821139f2d0339a18dcb4e15fefe05d7a7a5517effe9327831b2937582899cb1,599ec558aba664551313a0fbe76dd02724fa245c90952ca038ecdbfe729d483a,fd13291a411c341ef6265d89cc14013f5a6712ea67ce395c33b0aa641ecc57bf
SA <9>,keys-2,5821139f2d0339a18dcb4e15fefe05d7a7a5517effe9327831b2937582899cb1,599ec558aba664551313a0fbe76dd02724fa245c90952ca038ecdbfe729d483a,fd13291a411c341ef6265d89cc14013f5a6712ea67ce395c33b0aa641ecc57bf
SA <10>,keys-2,5821139f2d0339a18dcb4e15fefe05d7a7a5517effe9327831b2937582899cb1,599ec558aba664551313a0fbe76dd02724fa245c90952ca038ecdbfe729d483a,fd13291a411c341ef6265d89cc14013f5a6712ea67ce395c33b0aa641ecc57bf
SA <11>,keys-2,5821139f2d0339a18dcb4e15fefe05d7a7a5517effe9327831b2937582899cb1,599ec558aba664551313a0fbe76dd02724fa245c90952ca038ecdbfe729d483a,fd13291a411c341ef6265d89cc14013f5a6712ea67ce395c33b0aa641ecc57bf
SA <12>,keys-2,5821139f2d0339a18dcb4e15fefe05d7a7a5517effe9327831b2937582899cb1,599ec558aba664551313a0fbe76dd02724fa245c90952ca038ecdbfe729d483a,fd13291a411c341ef6265d89cc14013f5a6712ea67ce395c33b0aa641ecc57bf
SA <13>,keys-2,5821139f2d0339a18dcb4e15fefe05d7a7a5517effe9327831b2937582899cb1,599ec558aba664551313a0fbe76dd02724fa245c90952ca038ecdbfe729d483a,fd13291a411c341ef6265d89cc14013f5a6712ea67ce395c33b0aa641ecc57bf
SA <14>,keys-2,5821139f2d0339a18dcb4e15fefe05d7a7a5517effe9327831b2937582899cb1,599ec558aba664551313a0fbe76dd02724fa245c90952ca038ecdbfe729d483a,fd13291a411c341ef6265d89cc14013f5a6712ea67ce395c33b0aa641ecc57bf
SA <15> ,keys-2,5821139f2d0339a18dcb4e15fefe05d7a7a5517effe9327831b2937582899cb1,599ec558aba664551313a0fbe76dd02724fa245c90952ca038ecdbfe729d483a,fd13291a411c341ef6265d89cc14013f5a6712ea67ce395c33b0aa641ecc57bf
SA <16>,keys-2,5821139f2d0339a18dcb4e15fefe05d7a7a5517effe9327831b2937582899cb1,599ec558aba664551313a0fbe76dd02724fa245c90952ca038ecdbfe729d483a,fd13291a411c341ef6265d89cc14013f5a6712ea67ce395c33b0aa641ecc57bf
SA <17>,keys-2,5821139f2d0339a18dcb4e15fefe05d7a7a5517effe9327831b2937582899cb1,599ec558aba664551313a0fbe76dd02724fa245c90952ca038ecdbfe729d483a,fd13291a411c341ef6265d89cc14013f5a6712ea67ce395c33b0aa641ecc57bf
SA <18>,keys-2,5821139f2d0339a18dcb4e15fefe05d7a7a5517effe9327831b2937582899cb1,599ec558aba664551313a0fbe76dd02724fa245c90952ca038ecdbfe729d483a,fd13291a411c341ef6265d89cc14013f5a6712ea67ce395c33b0aa641ecc57bf
SA <19>,keys-2,5821139f2d0339a18dcb4e15fefe05d7a7a5517effe9327831b2937582899cb1,599ec558aba664551313a0fbe76dd02724fa245c90952ca038ecdbfe729d483a,fd13291a411c341ef6265d89cc14013f5a6712ea67ce395c33b0aa641ecc57bf
SA <20>,keys-2,5821139f2d0339a18dcb4e15fefe05d7a7a5517effe9327831b2937582899cb1,599ec558aba664551313a0fbe76dd02724fa245c90952ca038ecdbfe729d483a,fd13291a411c341ef6265d89cc14013f5a6712ea67ce395c33b0aa641ecc57bf
SB <1>,keys-2,e42634f75e0d27a95e5de0f1317e44221077535b200767ed42ca430f7f65e86b,9b338379c279a04bfb4ffce40c3a886d4bda9c7d3c299a483dc29ccc3c8c5539,232c9d2d72f47190242e6fd36c60525ab699fcd3bd22f84f06134260910415af
SB <2>,keys-2,e42634f75e0d27a95e5de0f1317e44221077535b200767ed42ca430f7f65e86b,9b338379c279a04bfb4ffce40c3a886d4bda9c7d3c299a483dc29ccc3c8c5539,232c9d2d72f47190242e6fd36c60525ab699fcd3bd22f84f06134260910415af
SB <3>,keys-2,e42634f75e0d27a95e5de0f1317e44221077535b200767ed42ca430f7f65e86b,9b338379c279a04bfb4ffce40c3a886d4bda9c7d3c299a483dc29ccc3c8c5539,232c9d2d72f47190242e6fd36c60525ab699fcd3bd22f84f06134260910415af
